Company Name,Ticker,Sector,Industry,Exchange,Market Cap (mil)
"Concord Acquisition III","CNDB","Unclassified","Unclassified","NYSE","132.95"
"Candlewood Hotel Co.","CNDL","Consumer Discretionary","Hotels and Motels","OTC",""
"Conduent","CNDT","Business Services","Outsourcing","NSDQ","767.02"
"ZW Data Action Technologies","CNET","Business Services","Advertising and Marketing","NSDQ","5.69"
"CN Energy Group","CNEY","Oils-Energy","Alternative Energy - Other","NSDQ","2.32"
"Canna-Global Acquisition Corp.","CNGL","Business Services","Financial Transaction Services","NSDQ","72.51"
"CNH Industrial","CNHI","Industrial Products","Manufacturing - Farm Equipment","NYSE","15287.26"
"Canadian National Railway","CNI","Transportation","Transportation - Rail","NYSE","81258.16"
"Corning Natural Gas Holding","CNIG","Utilities","Utility - Gas Distribution","OTC",""
"Cinemark","CNK","Consumer Discretionary","Leisure and Recreation Services","NYSE","1641.78"
"Core & Main","CNM","Business Services","Waste Removal Services","NYSE","8865.23"
"CONMED","CNMD","Medical","Medical - Dental Supplies","NYSE","3430.08"
"Canacol Energy","CNNEF","Oils-Energy","Oil and Gas - Integrated - International","OTC","169.14"
"CenterPoint Energy","CNP","Utilities","Utility - Electric Power","NYSE","18034.07"
"Canadian Natural Resources Limited","CNQ","Oils-Energy","Oil and Gas - Exploration and Production - Canadian","NYSE","69960.13"
"Conrad Industries","CNRD","Aerospace","Aerospace - Defense","OTC","45.96"
"Consorcio ARA","CNRFF","Construction","Building Products - Home Builders","OTC","226.8"
"Consolidated Communications","CNSL","Utilities","Wireless - Regional - Rural","NSDQ","531.19"
"CNS Pharmaceuticals","CNSP","Medical","Medical - Biomedical and Genetics","NSDQ","4.91"
"Constellation Software","CNSWF","Computer and Technology","Internet - Software","OTC",""
"Centessa Pharmaceuticals","CNTA","Medical","Medical - Drugs","NSDQ","693.17"
"Connect Biopharma Holdings","CNTB","Medical","Medical - Biomedical and Genetics","NSDQ","60.84"
"Centogene","CNTG","Medical","Medical Info Systems","NSDQ","31.82"
"CannTrust","CNTQQ","Medical","Medical - Drugs","NYSE",""
"Context Therapeutics Inc.","CNTX","Medical","Medical - Drugs","NSDQ","19"
"Century Casinos","CNTY","Consumer Discretionary","Gaming","NSDQ","130.44"
"BioHarvest Sciences Inc.","CNVCF","Medical","Medical - Biomedical and Genetics","OTC","76.59"
"CINEVERSE CORP","CNVS","Consumer Discretionary","Media Conglomerates","NSDQ","18.52"
"China Networks International","CNWHF","Business Services","Advertising and Marketing","OTC",""
"Cistera Networks","CNWT","Computer and Technology","Computer - Networking","OTC",""
"CNX Resources","CNX","Oils-Energy","Oil and Gas - Exploration and Production - United States","NYSE","3196.12"
"Connexa Sports Technologies Inc.","CNXA","Consumer Discretionary","Leisure and Recreation Services","NSDQ",".75"
"Concentrix","CNXC","Business Services","Business - Services","NSDQ","6321.1"
"PC Connection","CNXN","Retail-Wholesale","Retail - Computer Hardware","NSDQ","1700.85"
"Coastal Caribbean Oils & Minerals","COCBF","Oils-Energy","Oil and Gas - Exploration and Production - United States","OTC",""
"Envoy Medical, Inc.","COCH","Medical","Medical - Instruments","NSDQ","25.61"
"Vita Coco Company","COCO","Consumer Staples","Beverages - Soft drinks","NSDQ","1470.06"
"Cocrystal Pharma","COCP","Medical","Medical - Biomedical and Genetics","NSDQ","16.99"
"Coda Octopus Group","CODA","Computer and Technology","Electronics - Semiconductors","NSDQ","75.27"
"CoDiagnostics","CODX","Medical","Medical Services","NSDQ","42.81"
"51Talk Online Education Group Sponsored ADR","COE","Consumer Discretionary","Consumer Services - Miscellaneous","AMEX","44.48"
"Coeptis Therapeutics Holdings, Inc.","COEP","Medical","Medical - Biomedical and Genetics","NSDQ","20.81"
"Cogent Biosciences","COGT","Medical","Medical - Biomedical and Genetics","NSDQ","435.79"
"COHERENT CORP","COHR","Business Services","Technology Services","NYSE","6324.37"
"Cohu","COHU","Computer and Technology","Electronics - Manufacturing Machinery","NSDQ","1567.03"
"Croda International","COIHY","Basic Materials","Chemical - Specialty","OTC","8126.79"
"CocaCola Bottling Co. Consolidated","COKE","Consumer Staples","Beverages - Soft drinks","NSDQ","8527.44"
"Collegium Pharmaceutical","COLL","Medical","Medical - Drugs","NSDQ","1060.18"
"Columbia Sportswear","COLM","Consumer Discretionary","Textile - Apparel","NSDQ","4682.71"
"CommScope","COMM","Computer and Technology","Communication - Infrastructure","NSDQ","523.78"
"Compass","COMP","Computer and Technology","Internet - Software","NYSE","1642.35"
"Nasdaq Composite","COMPX","Indices","Indicies","INDX",""
"COMSovereign","COMS","Computer and Technology","Communication - Network Software","NSDQ","2.18"
"Comtrex Systems","COMX","Computer and Technology","Computer - Integrated Systems","OTC",""
"Conn's","CONN","Retail-Wholesale","Retail - Consumer Electronics","NSDQ","118.58"
"CONX","CONX","Unclassified","Unclassified","NSDQ","223.31"
"The Cooper Companies","COO","Medical","Medical - Dental Supplies","NSDQ","19006.59"
"Traeger","COOK","Consumer Discretionary","Consumer Products - Discretionary","NYSE","296.91"
"Corner Growth Acquisition","COOL","Unclassified","Unclassified","NSDQ","111.49"
"ConocoPhillips","COP","Oils-Energy","Oil and Gas - Integrated - United States","NYSE","132633.47"
"Cencora, Inc.","COR","Medical","Medical Services","NYSE","44042.23"
"China Cord Blood","CORBF","Medical","Medical Services","OTC",""
"Cornwall Resources","CORC","Oils-Energy","Oil and Gas - Exploration and Production - United States","OTC","0"
"Corcept Therapeutics","CORT","Medical","Medical - Drugs","NSDQ","2391.46"
"Cosmos Health Inc.","COSM","Medical","Medical - Drugs","NSDQ","15.68"
"Costco Wholesale","COST","Retail-Wholesale","Retail - Discount Stores","NSDQ","303172.72"
"Coates International","COTE","Industrial Products","Manufacturing - General Industrial ","OTC",""
"Critical Outcome Technologies","COTQF","Medical","Medical - Drugs","OTC",""
"Coty","COTY","Consumer Staples","Cosmetics","NYSE","10914.05"
"Coursera","COUR","Business Services","Technology Services","NYSE","2989.94"
"Covestro","COVTY","Basic Materials","Chemical - Plastic","OTC","10183.32"
"Coya Therapeutics, Inc.","COYA","Medical","Medical - Biomedical and Genetics","NSDQ","62.49"
"Canadian Pacific Kansas City Limited","CP","Transportation","Transportation - Rail","NYSE","72165.5"
"Copa Holdings","CPA","Transportation","Transportation - Airline","NYSE","3764.23"
"Cementos Pacasmayo","CPAC","Construction","Building Products - Concrete and Aggregates","NYSE",""
"Campbell Soup","CPB","Consumer Staples","Food - Miscellaneous","NYSE","13003.25"
"Cathay Pacific Airways","CPCAY","Transportation","Transportation - Airline","OTC","6555.43"
"Callon Petroleum","CPE","Oils-Energy","Oil and Gas - Exploration and Production - United States","NYSE","2253.49"
"Crescent Point Energy","CPG","Oils-Energy","Oil and Gas - Exploration and Production - Canadian","NYSE","4123.97"
"Canterbury Park Holding","CPHC","Consumer Discretionary","Gaming","NSDQ","104.18"
"China Pharma Holdings","CPHI","Medical","Medical - Generic Drugs","AMEX","3.39"
"Cumberland Pharmaceuticals","CPIX","Medical","Medical - Drugs","NSDQ","30.7"
"Chesapeake Utilities","CPK","Utilities","Utility - Gas Distribution","NYSE","1838.25"
"Capital Product Partners","CPLP","Transportation","Transportation - Shipping","NSDQ","351.3"
"Golden Dragon Holding Co.","CPMD","Medical","Medical - Drugs","OTC",".53"
"Mosaic ImmunoEngineering","CPMV","Medical","Medical - Biomedical and Genetics","OTC","3.98"
"Coupang","CPNG","Retail-Wholesale","Internet - Commerce","NYSE","29945.43"
"Pop Culture Group Co.","CPOP","Business Services","Advertising and Marketing","NSDQ",""
"Old COPPER","CPPRQ","Consumer Discretionary","Consumer Products - Discretionary","OTC",""
"China Power Equipment","CPQQ","Industrial Products","Manufacturing - Electronics","OTC",""
"Capri Holdings","CPRI","Retail-Wholesale","Retail - Apparel and Shoes","NYSE","5887.76"
"Copart","CPRT","Business Services","Auction and Valuation Services","NSDQ","45676.71"
"Catalyst Pharmaceuticals","CPRX","Medical","Medical - Drugs","NSDQ","1703.52"
"CooperStandard","CPS","Auto-Tires-Trucks","Automotive - Original Equipment","NYSE","286.33"
"CPS Technologies","CPSH","Computer and Technology","Electronics - Miscellaneous Components","NSDQ","33.39"
"Computer Programs and Systems","CPSI","Medical","Medical Info Systems","NSDQ","136.32"
"Crown PropTech Acquisitions","CPTK","Business Services","Technology Services","NYSE","118.51"
"Cepton","CPTN","Auto-Tires-Trucks","Automotive - Original Equipment","NSDQ","48.17"
"NWT Uranium","CPTRF","Medical","Medical - Products","OTC",""
"Clean Energy Pathways","CPWY","Oils-Energy","Alternative Energy - Other","OTC",".02"
"CarePayment Technologies","CPYT","Medical","Medical Services","OTC",".01"
"Centrica","CPYYY","Utilities","Utility - Gas Distribution","OTC","10684.15"
"Cheniere Energy Partners","CQP","Oils-Energy","Oil and Gas - Production and Pipelines","AMEX","25412.05"
"Crane Company","CR","Industrial Products","Manufacturing - General Industrial ","NYSE","6492.82"
"Charles River Associates","CRAI","Business Services","Consulting Services","NSDQ","730.98"
"Crawford United Corporation","CRAWA","Industrial Products","Manufacturing - General Industrial ","OTC","120.07"
"Carbon Energy Corp.","CRBO","Oils-Energy","Oil and Gas - Exploration and Production - United States","OTC",""
"Corbus Pharmaceuticals","CRBP","Medical","Medical - Drugs","NSDQ","26.23"
"Caribou Biosciences","CRBU","Medical","Medical - Biomedical and Genetics","NSDQ","480.62"
"California Resources","CRC","Oils-Energy","Oil and Gas - Exploration and Production - United States","NYSE","3546.28"
"Cricut","CRCT","Business Services","Technology Services","NSDQ","1365.41"
"Crawford & Company","CRD.A","Business Services","Business - Services","NYSE","606.2"
"Crawford & Company","CRD.B","Business Services","Business - Services","NYSE","589.09"
"Cardiff Oncology","CRDF","Medical","Medical - Biomedical and Genetics","NSDQ","75.5"
"Cardiol Therapeutics","CRDL","Medical","Medical - Drugs","NSDQ","67.97"
"Credo Technology Group","CRDO","Business Services","Technology Services","NSDQ","2847.46"
"Creative Technology","CREAF","Computer and Technology","Computer - Peripheral Equipment","OTC",""
"Smart Powerr","CREG","Business Services","Waste Removal Services","NSDQ","14.17"
"Cresud","CRESY","Consumer Staples","Agriculture - Operations","NSDQ","532.27"
"Carbon Revolution Public Limited Company","CREV","Unclassified","Unclassified","NSDQ","286.95"
"Wireless Ronin Technologies","CREX","Computer and Technology","Internet - Software","NSDQ","29.67"
"Charge Enterprises, Inc.","CRGE","Computer and Technology","Electronics - Miscellaneous Products","NSDQ","48.81"
"Freightos Limited","CRGO","Business Services","Financial Transaction Services","NSDQ",""
"Torvec","CRGS","Business Services","Technology Services","OTC",""
"CARGO Therapeutics, Inc.","CRGX","Medical","Medical - Biomedical and Genetics","NSDQ","840.99"
"Crescent Energy Company","CRGY","Oils-Energy","Alternative Energy - Other","NYSE","2132.53"
"CRH","CRH","Construction","Building Products - Miscellaneous","NYSE","49103.23"
"China Resources Enterprise","CRHKY","Conglomerates","Diversified Operations","OTC",""
"Carter's","CRI","Consumer Discretionary","Shoes and Retail Apparel ","NYSE","2678.28"
"Curis","CRIS","Medical","Medical - Biomedical and Genetics","NSDQ","75.44"
"Comstock Resources","CRK","Oils-Energy","Oil and Gas - Exploration and Production - United States","NYSE","2480.8"
"Crown Electrokinetics","CRKN","Industrial Products","Glass Products","NSDQ",".4"
"Charles River Laboratories International","CRL","Medical","Medical Services","NYSE","10843.09"
"Cresco Labs Inc.","CRLBF","Medical","Medical - Products","OTC","667.04"
"Circuit Research Labs","CRLI","Consumer Discretionary","Audio Video Production","OTC",""
"Salesforce","CRM","Computer and Technology","Computer - Software","NYSE","263228.22"
"Crumbs Bake Shop","CRMBQ","Consumer Staples","Food - Confectionery","OTC",""
"CorMedix","CRMD","Medical","Medical - Biomedical and Genetics","NSDQ","190.2"
"America's CarMart","CRMT","Retail-Wholesale","Automotive - Retail and Whole Sales","NSDQ","387.53"
"CreditRiskMonitor.com","CRMZ","Computer and Technology","Internet - Content","OTC","24.55"
"Cerence","CRNC","Computer and Technology","Computers - IT Services","NSDQ","783.09"
"Capricorn Energy PLC Unsponsored ADR","CRNCY","Oils-Energy","Oil and Gas - Exploration and Production - International","OTC","196"
"Ceragon Networks","CRNT","Computer and Technology","Wireless Non-US ","NSDQ","221"
"Crinetics Pharmaceuticals","CRNX","Medical","Medical - Drugs","NSDQ","2484.29"
"Cronos Group","CRON","Medical","Medical - Drugs","NSDQ","758.75"
"Crocs","CROX","Consumer Discretionary","Textile - Apparel","NSDQ","6265.43"
"China Resources Power Holdings","CRPJY","Utilities","Utility - Electric Power","OTC","9781.23"
"Ceapro","CRPOF","Medical","Medical - Biomedical and Genetics","OTC","11.28"
"Carrefour","CRRFY","Retail-Wholesale","Retail - Supermarkets","OTC","12970.87"
"Corporate Resource Services","CRRSQ","Business Services","Business - Services","OTC",""
"Carbo Ceramics","CRRTQ","Oils-Energy","Oil and Gas - Field Services","OTC",""
"CVR Medical","CRRVF","Medical","Medical Info Systems","OTC",".03"
"Carpenter Technology","CRS","Basic Materials","Steel - Speciality","NYSE","3331.61"
"CRISPR Therapeutics","CRSP","Medical","Medical - Biomedical and Genetics","NSDQ","5103.51"
"Corsair Gaming","CRSR","Consumer Discretionary","Gaming","NSDQ","1396.4"
"Cross Timbers Royalty Trust","CRT","Oils-Energy","Oil and Gas - Royalty Trust - United States","NYSE","104.4"
"The Coretec Group","CRTG","Computer and Technology","Electronics - Miscellaneous Products","OTC","6.82"
"Cartesian","CRTN","Business Services","Consulting Services","OTC",""
"Criteo","CRTO","Computer and Technology","Internet - Software and Services","NSDQ","1366.77"
"Cirrus Logic","CRUS","Computer and Technology","Electronics - Semiconductors","NSDQ","4213.21"
"Chilco River","CRVH","Consumer Discretionary","Gaming","OTC","4.49"
"CorVel","CRVL","Business Services","Business - Services","NSDQ","3979.18"
"CERVOMED INC","CRVO","Medical","Medical - Biomedical and Genetics","NSDQ","49.85"
"Corvus Pharmaceuticals","CRVS","Medical","Medical - Biomedical and Genetics","NSDQ","114.75"
"Careview Communications","CRVW","Medical","Medical Info Systems","OTC","8.17"
"CrowdStrike","CRWD","Computer and Technology","Internet - Software","NSDQ","68045.09"
"CrowdGather","CRWG","Computer and Technology","Internet - Content","OTC",""
"Crown Crafts","CRWS","Consumer Discretionary","Textile - Home Furnishing","NSDQ","50.06"
"Cardium Therapeutics","CRXM","Medical","Medical - Biomedical and Genetics","OTC",""
"Blue Water Acquisition","CRXTQ","Medical","Medical - Drugs","OTC",""
"Cosan","CSAN","Oils-Energy","Alternative Energy - Other","NYSE",""
"Champions Oncology","CSBR","Medical","Medical - Drugs","NSDQ","91.22"
"Cisco Systems","CSCO","Computer and Technology","Computer - Networking","NSDQ","204555.39"
"Capstone Copper","CSFFF","Basic Materials","Mining - Miscellaneous","OTC",""
"China Sun Group HighTech Co.","CSGH","Computer and Technology","Electronics - Miscellaneous Products","OTC",""
"CoStar Group","CSGP","Computer and Technology","Computers - IT Services","NSDQ","34057.48"
"CSG Systems International","CSGS","Computer and Technology","Computer - Services","NSDQ","1558.91"
"China Enterprises","CSHEF","Auto-Tires-Trucks","Rubber - Tires","OTC",""
"Casio Computer Co.","CSIOY","Computer and Technology","Electronics - Miscellaneous Products","OTC","2142.34"
"Canadian Solar","CSIQ","Oils-Energy","Solar","NSDQ","1441.06"
"Carlisle Companies","CSL","Conglomerates","Diversified Operations","NYSE","14707.13"
"CSL Limited","CSLLY","Medical","Medical - Biomedical and Genetics","OTC","93783.91"
"Consilium Acquisition Corp.","CSLM","Unclassified","Unclassified","NSDQ","103.72"
"Complete Solaria, Inc.","CSLR","Oils-Energy","Solar","NSDQ","54.4"
"Castlight Health","CSLT","Computer and Technology","Internet - Software","NYSE",""
"CSP","CSPI","Computer and Technology","Computer - Integrated Systems","NSDQ","98.48"
"Chicken Soup for the Soul Entertainment","CSSE","Consumer Discretionary","Broadcast Radio and Television","NSDQ","6.73"
"Caspian Services","CSSV","Oils-Energy","Oil and Gas - Field Services","OTC",""
"Constellation Acquisition I","CSTA","Unclassified","Unclassified","NYSE","135.85"
"Caesarstone","CSTE","Construction","Building Products - Miscellaneous","NSDQ","142.51"
"Costar Technologies","CSTI","Consumer Discretionary","Audio Video Production","OTC","8.2"
"Castle Biosciences","CSTL","Medical","Medical - Biomedical and Genetics","NSDQ","539.03"
"Constellium","CSTM","Industrial Products","Metal Products - Distribution","NYSE","2632.07"
"China Shenhua Energy Co.","CSUAY","Oils-Energy","Coal","OTC",""
"Carriage Services","CSV","Consumer Staples","Funeral Services","NYSE","358.05"
"Computer Services","CSVI","Computer and Technology","Computer - Services","OTC",""
"CSW Industrials","CSWI","Basic Materials","Chemical - Specialty","NSDQ","3326.83"
"CSX","CSX","Transportation","Transportation - Rail","NSDQ","68887.93"
"ClearStory Systems","CSYS","Computer and Technology","Computer - Software","OTC",""
"CAPITA","CTAGY","Business Services","Business - Services","OTC","408.31"
"Cintas","CTAS","Industrial Products","Uniform and Related","NSDQ","60113"
"Coil Tubing Technology","CTBG","Oils-Energy","Oil and Gas - Mechanical and and Equipment","OTC",""
"Carmell Corporation","CTCX","Medical","Medical - Biomedical and Genetics","NSDQ","67.71"
